sku;name;price;iva;url;image_url;categories;marca;description;LIBRO+B90+B96+B116+B189+B209+B90;urlDescarga;tipo
1317879;PC The Witcher 3: Wild Hunt - Blood and Wine Expansion Pack;25,99;21;https://www.mediamarkt.es/es/product/_pc-the-witcher-3-wild-hunt-blood-and-wine-expansion-pack-1317879.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79205487/fee_325_225_png;Informática > Gaming > Juegos PC;NAMCO BANDAI (SOFTWARE);<p>Juego PC</p>;1638018584;https://www.mediamarkt.es/es/product/getProducto.php?sku=1317879;VIDEOJUEGO
1360231;PC Motorsport Manager;21,99;21;https://www.mediamarkt.es/es/product/_pc-motorsport-manager-1360231.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79089649/fee_325_225_png;Informática > Gaming > Juegos PC;SEGA;<p>Juego PC</p>;1118681334;https://www.mediamarkt.es/es/product/getProducto.php?sku=1360231;VIDEOJUEGO
9329782;PC PES 2013;35,99;21;https://www.mediamarkt.es/es/product/_pc-pes-2013-9329782.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79148470/fee_325_225_png;Informática > Gaming > Juegos PC;KONAMI;PES 2013;2942892204;https://www.mediamarkt.es/es/product/getProducto.php?sku=9329782;VIDEOJUEGO
1243002;The Evil Within;26,99;21;https://www.mediamarkt.es/es/product/_the-evil-within-1243002.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79959826/fee_325_225_png;Informática > Gaming > Juegos PC;BETHESDA;<p>Juego PC</p>;3116094098;https://www.mediamarkt.es/es/product/getProducto.php?sku=1243002;VIDEOJUEGO
1328335;PC C.T.U. Counter Terrorism Unit;4,99;21;https://www.mediamarkt.es/es/product/_pc-c-t-u-counter-terrorism-unit-1328335.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79172028/fee_325_225_png;Informática > Gaming > Juegos PC;PQUBE (SOFT);<p>Juego PC</p>;2892816911;https://www.mediamarkt.es/es/product/getProducto.php?sku=1328335;VIDEOJUEGO
1282666;PC Civilization Beyond Earth: Rising Tide - Pack de Expansión;12,99;21;https://www.mediamarkt.es/es/product/_pc-civilization-beyond-earth-rising-tide-pack-de-expansión-1282666.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79288729/fee_325_225_png;Informática > Gaming > Juegos PC;2K GAMES;<p>Juego PC</p>;1612844211;https://www.mediamarkt.es/es/product/getProducto.php?sku=1282666;VIDEOJUEGO
1279819;PC Moto GP 15;11,99;21;https://www.mediamarkt.es/es/product/_pc-moto-gp-15-1279819.html;https://picscdn.redblue.de/doi/pixelboxx-mss-79287936/fee_325_225_png;Informática > Gaming > Juegos PC;NAMCO BANDAI;<p>Juego PC</p>;2586389104;https://www.mediamarkt.es/es/product/getProducto.php?sku=1279819;VIDEOJUEGO
1286626;PC PES 2016 - Pro Evolution Soccer Day One Edition;28,99;21;https://www.mediamarkt.es/es/product/_pc-pes-2016-pro-evolution-soccer-day-one-edition-1286626.html;https://picscdn.redblue.de/doi/pixelboxx-mss-68804945/fee_325_225_png;Informática > Gaming > Juegos PC;KONAMI;<p>Juego PC</p>;2785455722;https://www.mediamarkt.es/es/product/getProducto.php?sku=1286626;VIDEOJUEGO
1230490;PC Terraria;11,99;21;https://www.mediamarkt.es/es/product/_pc-terraria-1230490.html;https://picscdn.redblue.de/doi/pixelboxx-mss-78801432/fee_325_225_png;Informática > Gaming > Juegos PC;PQUBE (SOFT);<p>Juego PC</p>;2744128239;https://www.mediamarkt.es/es/product/getProducto.php?sku=1230490;VIDEOJUEGO
1250560;PC Wasteland 2;25,99;21;https://www.mediamarkt.es/es/product/_pc-wasteland-2-1250560.html;https://picscdn.redblue.de/doi/pixelboxx-mss-78621168/fee_325_225_png;Informática > Gaming > Juegos PC;DEEP SILVER;<p>Juego PC</p>;1942229553;https://www.mediamarkt.es/es/product/getProducto.php?sku=1250560;VIDEOJUEGO
